ref,the,publication,city,state,country,award,section,section_multiple,CHAP,SUBFOLDER,page_designer,est,page,comment,cat,general_category,specific_category,headline,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10,,SECTION,PRELIM COUNT,,SECTION,GENERAL CATEGORY,PRELIM COUNT,,CHAP,winners,entries,,,SUBFOLDER,,,,AWARD,
56,Die,Welt,D-10888 Berlin,,GERMANY,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,193,,14G,Photography [Single Photos],Portrait,My biggest dream? Arrive,Ulf Poschardt,Editor-in-Chief,Oliver Michalsky,Deputy Editor-in-Chief,Juliane Schwarzenberg,Art Director,Martin U.K. Lengemann,Photographer,Antonia Aravena,Designer,Christian Gaertner,Deputy Senior Editor,Henning Kruse,Deputy Senior Editor,Elke Bodderas,Editor,Matthias Leonhard,Senior Editor,,,,,,,,,,,,,,,,,,,,,
78,Die,Zeit,Hamburg,,GERMANY,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,195,,14G,Photography [Single Photos],Portrait,"Wo ein William ist, ist auch ein weg",Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Politiken,Copenhagen,,DENMARK,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,194,,14D,Photography [Single Photos],Sports,Winter Outdoor Swimming,Miriam Dalsgaard,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,The,Buffalo News,Buffalo,N.Y.,,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,197,,14E,Photography [Single Photos],Spot/Live Sports,Defensive Hat Trick,James P. McCoy,Chief Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,The,Buffalo News,Buffalo,N.Y.,,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,197,,14E,Photography [Single Photos],Spot/Live Sports,Turbo Charged,Harry  Scull Jr.,Chief Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,National Post,Toronto,Ont.,CANADA,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,192,,14E,Photography [Single Photos],Spot/Live Sports,The Rising Tide,Tyler Anderson,Photographer,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,"Pes Editor
",Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,
93,,National Post,Toronto,Ont.,CANADA,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,197,"dupe of 350, 93?",14E,Photography [Single Photos],Spot/Live Sports,Aug 20 Rio coverage,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,Pes Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,National Post,Toronto,Ont.,CANADA,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,203,"dupe of 350, 93?",14E,Photography [Single Photos],Spot/Live Sports,Aug 20 Rio coverage,Chloe Cushman,Illustrator,Tyler Anderson,Photographer,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,Pes Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,
20,The,New York Times,New York,N.Y.,,Award of Excellence,08-VISUAL,,08-VISUAL,08-PHOTO,Michael,,191,,14E,Photography [Single Photos],Spot/Live Sports,"In the Pool, A Disdain for Dopers Bubbles Up",James  Hill,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,The,Guardian,London,,UNITED KINGDOM,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,218,,20C,Combination Print & Digital,Features,LeCarre on LeCarre,Chris Clarke,Deputy Creative Director,Ben Longden,Digital Designer,Maggie Murphy,Weekend Art Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,National Geographic Magazine,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,215,,20C,Combination Print & Digital,Features,Grand Canyon,Manuel Canales,Design and Development,Chan Young Park,Design and Development,Vitomir Zarkovic,Design and Development,Pete McBride,"Photos, Videos, Text",Charles Preppernau,Terrain modeling,Riley D. Champine,Cartography,Andrew Umentum,Cartography,Daisy Chung,Map production,Janey Adams,Producer,Amanda Hobbs,Researcher,,,,,,,,,,,,,,,,,,,
1147,,National Geographic Magazine,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,217,,20C,Combination Print & Digital,Features,The New Europeans,Chan Young Park,Digital Design and Development,Vitomir Zarkovic,Digital Design and Development,Emmet  Smith,Digital Design and Development,Robyn Hammond,Photographs & Video,Kathryn Carlson,Video Producer,Matthew W. Chwastyk,Graphic Editor,Monica Serrano,Graphic Editor,Damien Saunder,Cartography Director,Bethany Powell,Digital Creative Director,,,,,,,,,,,,,,,,,,,,,
884,,South China Morning Post,Hong Kong,,CHINA,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,214,,20C,Combination Print & Digital,Features,Classifying China’s cities,Marco Hernandez,Design & Development Online Version,Marcelo Duhalde,Designer,Daniel  Bland,Researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,South China Morning Post,Hong Kong,,CHINA,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,214,,20C,Combination Print & Digital,Features,Bolts from the Blue,Marco Hernandez,Designer,Dan  Bland,Researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,The,Sydney Morning Herald,Sydney, ,AUSTRALIA,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,218,,20C,Combination Print & Digital,Features,Saving the Reef,Andrew Forbes,Editor,Aparna Khopkar,Editor,Matt Teffer,Multimedia Editor,Dionne Gain ,Art Director,Kevin Kearney,Print Designer,Richard Lama,Design & Development,Mallory Brangan,Design & Development,Nick Wells,Sub-Editor,Tony Walters,Video Production,Tim  Young,Video Production,,,,,,,,,,,,,,,,,,,
984,,Verdens Gang,Oslo,,NORWAY,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,217,,20C,Combination Print & Digital,Features,Norge 2016,Simen Grytsyr,Art Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,218,,20C,Combination Print & Digital,Features,Walk this Way,Matt Callahan,Designer,Emily Chow,Design Editor,Nicole Crowder,Photo Editor,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Design Editor,Kat Downs,Graphics Director,Geoff Edgers,Reporter,,,,,,,,,,,,,,,,,,,,,,,
961,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,218,,20C,Combination Print & Digital,Features,Around The World,Matt Callahan,Designer,Emily Chow,Design Editor,Jabin Botsford,Photographer,Nicole Crowder,Photo Editor,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Design Editor,Nicole Arthur,Editor,,,,,,,,,,,,,,,,,,,,,,,
825,,Minneapolis Star Tribune,Minneapolis,Minn.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,216,,20A,Combination Print & Digital,News,Way down in the hole,Kim Maxwell Vu,Senior Designer,Mark Boswell,Graphic Artist,Dave Braugner,Digital Designer,Jamie Hutt,Digital Design Director,Billy Steve Clayton,Digital Designer,Michael Grant,Digital Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,Matt Gillmer,Video Producer,,,,,,,,,,,,,,,,,,,
876,,San Francisco Chronicle,San Francisco,Calif.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,214,,20A,Combination Print & Digital,News,"Endless efforts, meager",Brant Ward,Photographer,Lea Suzuki,Photographer,Tim  Hussin,Photographer,Leah Millis,Photographer,Gabrielle Lurie,Photographer,Loren Elliot,Photographer,Rahul Mukherjee,Graphic Artist,Emma O’Neill,Digital Production,,,,,,,,,,,,,,,,,,,,,,,
871,,Verdens Gang,Oslo,,NORWAY,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,217,,20A,Combination Print & Digital,News,The Queen is saved!,Dan Kare Engebretsen,Designer,Simen Grytoyr,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,214,,20A,Combination Print & Digital,News,Barriers,Samuel Granados,Senior Graphics Editor,Zoeann Murphy,Videographer,Kevin Schaul,Graphics Editor,Anthony Faiola,Reporter,Kat Downs,Graphics Director,Doug Jehl,Foreign Editor,Danielle Rindler,Designer,Reem Akkad,Senior Producer,,,,,,,,,,,,,,,,,,,,,,,
902,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,215,,20A,Combination Print & Digital,News,Oral History of the Election,Matt Callahan,Designer,Danielle Rindler,Designer,Dan Balz,Reporter,Phil Rucker,Reporter,Emily Chow,Design Editor,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Robert Miller,Photo Editor,,,,,,,,,,,,,,,,,,,,,,,
937,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,215,,20A,Combination Print & Digital,News,A Marine’s Convictions,Mathew Callahan,Designer,Virginia Singarayar,Designer,John Woodrow Cox,Reporter,Nikki Kahn,Photographer,Lynda Robinson,Editor,MaryAnne Golon,Director of Photography,Kat Downs,Graphics Director,Emily Chow,Design Editor,,,,,,,,,,,,,,,,,,,,,,,
1152,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,215,,20A,Combination Print & Digital,News,Obama Legacy Project,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,O,Globo,Rio de Janeiro, ,BRAZIL,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,216,,20B,Combination Print & Digital,Sports,Rio 2016,Allessandro Alvim,Assistant Editor,Roberto Maltichik,Journalist,Louise Tamiase,Videographist,Marco Antonio Rezende,Photographer,Alexandre Cassiano,Photographer,Guito Mareto,Photographer,Marcelo Carnaval,Photographer,Daniel Marenco,Photographer,Antonio Scorza,Photographer,Anderson Campos,Developer,,,,,,,,,,,,,,,,,,,
911,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-COMBO,Yifan,,216,,20B,Combination Print & Digital,Sports,Washington Post Olympics,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,Gulf News,Dubai,,UNITED ARAB EMIRATES,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,220,,19,Miscellaneous,,Infographics staff portfolio,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,Minneapolis Star Tribune,Minneapolis,Minn.,,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,220,,19,Miscellaneous,,2016 Summer Special,Mike Rice,Features Design Director,Jon Krause,Illustrator,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Kate Parry,Serial Editor,Catherine Preus,Copy Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,Minneapolis Star Tribune,Minneapolis,Minn.,,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,219,,19,Miscellaneous,,Steve Sack: The year in politics,Steve Sack,Cartoonist,Scott Gillespie,Editorial Pages Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,The,New York Times,New York,N.Y.,,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,219,,19,Miscellaneous,,"A Classic Thanksgiving, 10/26 F-Section",Fred Bierman,Designer,Wayne Kamidoi,Designer,Andrew Scrivani,Photographer,Tiina Loite,Picture Editor,Sam Sifton,Section Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,219,,19,Miscellaneous,,Political Caricatures,Chris Morris,Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,09-SC,,09-SC,09-MISC,Yifan,,220,,19,Miscellaneous,,Clay illustrations,Andrea Levy,Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Der,Tagesspiegel,Berlin,,GERMANY,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,208,,09C,Special Coverage,Features,Mehr Berlin,Jens Muhling,Head of Department,Johannes Schneider,Head of Department,Bettina Seuffert,Art Director,Ursula Dahmen,Art Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,El,(Lima) Comercio,Lima, ,PERU,,09-SC,,09-SC,09-SPEC,Kara,,209,,09A,Special Coverage,News,#Niunamenos,Angel Hermoza,Design & Infographic Editor,Victor Agullar,Illustrator,Victor Sanjinrez,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,Beijing News Agency,Beijing,,CHINA,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,208,,09A,Special Coverage,News,Ladders of heaven gives new path to cliff village,Yu Fengjun,Newspaper Designer,Guo Yi,Newspaper Designer,Fan Ke,Newspaper Designer,Chen Jie,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,National Post,Toronto,Ont.,CANADA,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,209,,09A,Special Coverage,News,U.S. Elelction special coverage,Chloe Cushman,Illustrator,Geneviéve Biloski,Features Design Director,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,
306,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,208,,09A,Special Coverage,News,Election 2016,Josh Crutchmer,A.M.E.,Jane Mitchell,Lead Features Designer,Tony Lariccia,Designer,Margaret Riedel,Designer,Chris Morris,Artist,Andrea Levy,Artist,Daryl Kannberg,Production Director,Lisa DeJong,Photographer,Gus Chan,Photographer,Thomas Ordrey,Photographer,,,,,,,,,,,,,,,,,,,
820,El,Telégrafo,Guayaquil, ,ECUADOR,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,211,,09A,Special Coverage,News,"Terremoto en Ecuador, serie",Manuel Cabrera Patiño,Infographic Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,Washington Business Journal,Arlington,Va.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,212,,09A,Special Coverage,News,The List,Laruie Lawrence,Senior Designer,Jamey Fry,Creative Director,Carolyn Proctor,Data Editor,Doug Fruehling,Editor,James MacGregor,Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,The,Buffalo News,Buffalo,N.Y.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,211,,09B,Special Coverage,Sports,Rio Olympics Coverage,Jason Baum,Designer,Vince Chiaramonte,Design Director,Liku Gao,Designer,Lisa Wilson,Executive Sports Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,Ming Pao Daily News,Chaiwan,,HONG KONG,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,213,,09B,Special Coverage,Sports,Strongest Human Body,Chun Wong Wu,Chief Art Designer,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,The,New York Times,New York,N.Y.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,,,09B,Special Coverage,Sports,Summer Olympics in Rio,Andrew Braford,Designer,Benjamin Hoffman,Designer,Wayne Kamidoi,Designer,Lee Yarosh,Designer,Jeffrey Furticella,Picture Editor,Becky Lebowitz Hangar,Picture Editor,Larry Buchanan,Graphics Editor,K.K. Rebecca Lai,Graphics Editor,Joe Ward,Graphics Editor,Bedel Saget,Graphics Editor,,,,,,,,,,,,,,,,,,,
369,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,211,,09B,Special Coverage,Sports,,Margaret Riedel,Lead Sports Designer,Josh Crutchmer,A.M.E.,Daryl Kannberg,Publications Director,Chris Morris,Artist,Ted Crow,Artist,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,
555,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,213,,10Cf,Special Sections,Features/Inside Page(s),NFL Preview Cover,Michael Whitley,A.M.E.,Jonathan Bartlett,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,Provincia,Morella, ,MEXICO,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,212,,10Cf,Special Sections,Features/Inside Page(s),Indigenous Women in Limbo,Alejandra Sandoval,Design Coordinator,Karime Alcantar,Editor,Rosamaria Sanchez,Reporter,Juan Ignacio Salazar,Editorial Director,Alonso Medina,Director General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,208,,10Ce,Special Sections,Features/Section Cover,Vin Scully: Letters to the Voice,Robert Carter,Illustrator,Michael Whitley,A.M.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,El,Telégrafo,Guayaquil, ,ECUADOR,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,212,,10Bf,Special Sections,Multiple Sections/Features/No ads,Ecuador: Elecciones presidenciales desde 1978 hasta 2013,Manuel Cabrera Patiño,Infographic Artist,Orlando Pérez Sánchez,Editorial Director,Hernán Ramos Benalcázar,Editorial Sub-Director,Xavier Peña Merchán,Chief Design,Alfredo Piedrahita,Chief Photographer,Nelson Silva Torres,Political Editor,Victor Haz Chavarría,Journalist,Patricio González Recalde,Journalist,Shirley Serrano Moscoso,Journalist,Gabriela Arce Poveda,Journalist,,,,,,,,,,,,,,,,,,,
1121,The,Arizona Republic,Phoenix,Ariz.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,210,,10Ab,Special Sections,News/No ads,A Day of Infamy,Suzette Palma,Team Leader,Tricia Reinhold,Creative Director,Tracy Collins,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,Folha de São Paulo,São Paulo,,BRAZIL,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,213,,10Ab,Special Sections,News/No ads,Impeachment,Theo Lamar,Designer,Fernanda Giulietti,Designer,William Mur,Infographic Artist,Eduardo Asta,Infographic Artist,Ariel Severino,Illustrator,Ana Estela de Souza Pinto,Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,Folha de São Paulo,São Paulo,,BRAZIL,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,210,,10Ab,Special Sections,News/No ads,America Divided,Theo Lamar,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,The,Guardian,London,,UNITED KINGDOM,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,213,,10Ab,Special Sections,News/No ads,Ali: 1942-2016,Andrew Stocks,Art Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,The,Guardian,London,,UNITED KINGDOM,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,212,,10Ab,Special Sections,News/No ads,Will Trump Destroy America?,Chris Clarke,Deputy Creative Director,Andrew Stocks,Art Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,The,New York Times,New York,N.Y.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,209,,10Ab,Special Sections,News/No ads,"I, Too, Sing America",Wayne Kamidoi,Designer,Fred Bierman,Art Director,Alicia DeSantis,Graphic Editor,Anjali Singhvi,Graphics Editor,Laura O’Neill,Picture Editor,Kevin Flynn,Section Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,National Post,Toronto,Ont.,CANADA,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,209,,10Ca,Special Sections,News/Section Cover,Keeping it Rio Cover,Chloe Cushman,Illustrator,David Yasvinski,Designer,Bev Wake,Sports Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,National Post,Toronto,Ont.,CANADA,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,209,,10Aa,Special Sections,News/With ads,The Tragically Hip,Chloe Cushman,Illustrator,Geneviéve Biloski,Features Design Director,Raina Toomey,PES Production Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,211,,10Ad,Special Sections,Sports/No ads,NFL Preview Section,Eddie Alvarez,Designer,QuickHoney ,Illustration,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,210,,10Cc,Special Sections,Sports/Section Cover,NBA Preview Cover,Michael Whitley,A.M.E.,Chris Whetzel,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,Omaha World-Herald,Omaha,Neb.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,212,,10Cc,Special Sections,Sports/Section Cover,The hole story,Margaret Riedel,Lead Sports Designer,Tim Parks,Deputy Presentation & Planning Editor,Matt Dixon,Photographer,Thad Livingston,Sports Editor,Jeff Bundy,Director of Photography,Dave Elsesser,Presentation & Planning Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,The,Seattle Times,Seattle,Wash.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,210,,10Cc,Special Sections,Sports/Section Cover,Seahawks Russell Wilson,Rich Boudet,Sports Designer,Frank Mina,Design Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,The,Washington Post,Washington,D.C.,,Award of Excellence,09-SC,,09-SC,09-SPEC,Kara,,211,,10Cc,Special Sections,Sports/Section Cover,It all starts here,Chris Rukan,Art Director,Jason Mecier,Illustrator,Suzette Moyer,Senior Designer,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Traccee Hamilton,Deputy Sports Editor,Greg Schimmel,Copy Editor,Matt Rennie,Deputy Sports Editor,Matt Vita,Sports Editor,,,,,,,,,,,,,,,,,,,,,
386,,Helsingin Sanomaat,Helsinki, ,FINLAND,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,222,,15B,Photography [Multiple Photos],Multi-Day Photo Series,Kohti Mosulia,Niklas Meltio,Photographer,Emma-Leena Ovaskainen,Graphic Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,The,Buffalo News,Buffalo,N.Y.,,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,222,,18Ca,Redesigns,Newspaper Page,Redesign,Jason Baum,Designer,Vince Chiaramonte,Design Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,Helsingin Sanomaat,Helsinki,,FINLAND,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,222,,18Ca,Redesigns,Newspaper Page,International News/Cover Page,Ari Kinnari,Art Director,Sami Valtere,Design Chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,La,Nación,Vicente Lopez,,ARGENTINA,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,224,,18B,Redesigns,Newspaper Section,Redesign,Ana Gueller,Art Director,Alejandra Bliffeld,Design Editor,Sebastian Fest,Editor,Fernando Gutierrez,Photo Editor in Chief,Anibal Greco,Photo Editor,Pablo Cairo,Design Editor,Marcelo Lago,Designer,Pablo Loscri,Graphics Editor,Gabriel Podesta,Graphic Artist,Pablo Vignone,Editor,,,,,,,,,,,,,,,,,,,
1138,Het,Parool,Amsterdam, ,NETHERLANDS,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,224,,18B,Redesigns,Newspaper Section,PS section,John Koning,Art Director,Floor Koop,Assistant Art Director,Jacek Utko,Design Consultant,Ronald Ockhuysen,Editor-in-Chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,La,Repubblica,Rome,,ITALY,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,223,,18B,Redesigns,Newspaper Section,Redesign,Angelo Rinaldi,Art Director/Deputy Editor-in-Chief,Francesco Franchi,M.E.,Silvia Rossi,Designer,Isabella Maoloni,Designer,Luigi Pierantoni,Designer,Adriana Ranieri,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,The,Business Times,Singapore, ,SINGAPORE,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,224,,18Aa,Redesigns,Overall Newspaper,The Business Times Weekend,Michelle Low Ju-Lyn,Executive Sub Editor,Joyce Hooi,Assistant News Editor,Jaime Ee,Lifestyle Editor,Simon Ang,Graphics Editor,Gareth Chung,Infographics Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,10-RE,,10-RE,10-RE,Christine,,223,,18Aa,Redesigns,Overall Newspaper,Redesign,Tim Ball,Creative Director,Matthew Kaminski,Executive Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
